"","X","sediment","Location","Status","Site","Distance","depth","X4mm","X2mm","X1mm","X500um","X250um","X125um","X63um","fetch","org","snapper","lobster","InPreds","BioTurb","Taxa","Abundance"
"95",96,2.7924345819529,"Tawharanui","No-take","Comet Rocks West",30,9,0.38099,0.25801,0.2917,0.49269,38.05801,58.04893,2.44488,1764328.193,1.35509,13.5,1,1.666666667,0.666666667,"BDS",20
"96",1,-3.26250047120576,"Hahei","Fished","Cooks Beach Inner",2,12,3.16462,1.41119,3.88962,8.69694,70.31984,6.19663,6.25038,2232582.478,3.45785,0,0,0,0.166666667,"BMS",6
"97",2,-3.48382799871854,"Hahei","Fished","Cooks Beach Inner",5,12,1.69129,1.62811,4.86726,9.92831,69.18594,5.70317,6.92941,2232582.478,3.19104,0,0,0,0.166666667,"BMS",4
"98",3,-4.68556023608562,"Hahei","Fished","Cooks Beach Inner",15,12,1.67228,1.01193,3.9718,21.37884,64.74207,2.75041,4.42267,2232582.478,2.80046,0,0,0,0.833333333,"BMS",2
"99",4,-3.24865363208507,"Hahei","Fished","Cooks Beach Inner",30,12,0.7967,0.77126,1.82919,7.81927,78.20548,5.26789,5.27693,2232582.478,2.78881,0,0,0.333333333,0.333333333,"BMS",6
"100",5,-3.43280045392667,"Hahei","Fished","Cooks Beach Outer",2,9,0.03768,0.25556,2.09768,15.76419,67.41767,7.21756,7.08857,1027166.867,2.4751,0,0.2,0,0.333333333,"BMS",2
"101",6,-3.61029674834709,"Hahei","Fished","Cooks Beach Outer",5,9,0.23887,0.57024,3.42348,18.22572,62.7775,7.48086,7.17101,1027166.867,2.52552,0,0.2,1,0.166666667,"BMS",4
"102",8,-4.68083976068393,"Hahei","Fished","Cooks Beach Outer",30,9,0.05118,0.41971,2.96787,19.90608,70.82593,2.31633,3.47006,1027166.867,2.30917,0,0.2,0,0.333333333,"BMS",3
"103",9,-2.52024747566287,"Hahei","Fished","Darens Glove",2,10,0.28782,0.61595,4.71152,28.53734,41.755,21.44334,2.59654,2924764.739,0.89349,0,0,0.333333333,0.166666667,"BMS",0
"104",10,-3.76275946979601,"Hahei","Fished","Darens Glove",5,10,0.02412,0.36928,3.84234,35.47341,47.43604,11.88242,0.94092,2924764.739,2.53218,0,0,0.166666667,0,"BMS",0
"105",11,-2.73005031072124,"Hahei","Fished","Darens Glove",15,12,0.1138,0.29654,4.30909,28.38553,45.81894,19.27934,1.69096,2924764.739,1.9994,0,0,0.333333333,0.166666667,"BMS",0
"106",12,-2.5951236391731,"Hahei","Fished","Darens Glove",30,12,0.02907,0.40319,4.49215,28.0394,44.06893,20.4063,2.38205,2924764.739,1.35509,0,0,0.166666667,0.166666667,"BMS",0
"107",13,0.902300815961495,"Hahei","Fished","Hahei Beach",2,10,0,0.10243,0.35882,2.13453,57.49768,38.02565,1.79672,1586607.555,0.89349,0,0,1,0.666666667,"BMS",2
"108",14,1.18945310431574,"Hahei","Fished","Hahei Beach",5,10,0,0.08951,0.4494,1.83101,54.66213,41.28873,1.60292,1586607.555,2.53218,0,0,0.5,1.166666667,"BMS",1
"109",15,0.607427342493815,"Hahei","Fished","Hahei Beach",15,11,0.08406,0.16368,0.62516,2.39488,58.95227,35.41736,2.16995,1586607.555,1.9994,0,0,0.166666667,1.333333333,"BMS",0
"110",16,2.43397161322605,"Hahei","Fished","Hahei Beach",30,11,0.02435,0.1215,0.36851,1.15492,40.06436,55.9278,2.21731,1586607.555,1.35509,0,0,0.5,1,"BMS",1
"111",17,1.76634675159096,"Hahei","No-take","Cooks Bluff",2,11,0.02577,0.14764,0.27863,0.85935,51.62622,45.75875,1.28493,1891848.683,3.45785,1,5.2,5,0.666666667,"BMS",1
"112",18,4.26560226112301,"Hahei","No-take","Cooks Bluff",5,10,0.484,0.1518,0.26047,0.57701,17.05321,77.95432,3.48185,1891848.683,3.19104,1,5.2,2.833333333,0.5,"BMS",0
"113",19,4.44916079552009,"Hahei","No-take","Cooks Bluff",15,11,0.29139,0.26949,0.35137,0.69191,13.91155,81.14862,3.29827,1891848.683,2.80046,1,5.2,2.666666667,1.833333333,"BMS",0
"114",20,1.51204481202269,"Hahei","No-take","Cooks Bluff",30,10,0.13563,0.07506,0.10935,0.67739,56.4404,40.8114,1.7303,1891848.683,2.78881,1,5.2,2,3,"BMS",0
"115",21,2.66281813929873,"Hahei","No-take","Gemstone Bay",2,10,0.12925,0.25934,0.4553,0.92908,37.45427,58.79215,1.96145,714179.309,2.4751,3,3.1,0.166666667,0.333333333,"BMS",0
"116",22,2.97744565376185,"Hahei","No-take","Gemstone Bay",5,10,0.09885,0.16337,0.33261,1.02094,32.97139,62.97884,2.3959,714179.309,2.62516,3,3.1,0.166666667,0.833333333,"BMS",0
"117",23,3.93757042934683,"Hahei","No-take","Gemstone Bay",15,12,0.31471,0.2989,0.38652,0.68277,20.48376,74.76174,3.02879,714179.309,1.46117,3,3.1,0,0.5,"BMS",0
"118",24,2.7924345819529,"Hahei","No-take","Gemstone Bay",30,12,0.38099,0.25801,0.2917,0.49269,38.05801,58.04893,2.44488,714179.309,2.43254,3,3.1,0.166666667,0.166666667,"BMS",0
"119",25,-0.635229212715005,"Hahei","No-take","Small Beach",2,10,0.02319,0.18835,1.7116,13.78138,46.50742,33.25779,4.45335,1287001.874,2.11598,3.5,3.4,3.166666667,0,"BMS",0
"120",26,1.73495808103966,"Hahei","No-take","Small Beach",5,10,0.12589,0.28788,0.84551,2.19563,41.37843,49.12646,5.9772,1287001.874,1.79838,3.5,3.4,5.666666667,0,"BMS",0
"121",27,-0.146778821245627,"Hahei","No-take","Small Beach",15,12,0.33404,0.28913,2.49682,12.51038,38.59031,38.11938,7.56874,1287001.874,1.89852,3.5,3.4,3.166666667,0.666666667,"BMS",0
"122",28,2.13587035941396,"Hahei","No-take","Small Beach",30,10,1.71054,0.63942,1.06989,2.39598,29.64741,53.25704,11.17147,1287001.874,1.45875,3.5,3.4,1.5,2.333333333,"BMS",0
"123",29,-0.635229212715005,"Hahei","No-take","Sting Ray Bay",2,10,0.02319,0.18835,1.7116,13.78138,46.50742,33.25779,4.45335,1859264.29,1.69359,2.5,4.2,2,0.333333333,"BMS",0
"124",30,-0.528400588173357,"Hahei","No-take","Sting Ray Bay",5,9,0.14163,0.35636,2.62002,15.33047,40.86696,36.40414,4.21072,1859264.29,1.58063,2.5,4.2,0.833333333,0.666666667,"BMS",1
"125",31,-1.12264470649672,"Hahei","No-take","Sting Ray Bay",15,10,0.75194,0.75227,3.56621,15.54908,45.62314,30.44547,3.26138,1859264.29,1.34382,2.5,4.2,1.333333333,0.166666667,"BMS",0
"126",32,-1.54913423238378,"Hahei","No-take","Sting Ray Bay",30,10,0.03504,0.30468,2.44575,17.12,51.71877,25.89944,2.44507,1859264.29,1.46188,2.5,4.2,0.166666667,0.333333333,"BMS",0
"127",33,0.196887270736938,"Leigh","Fished","Back Beach Inner",2,10,2.13619,0.94687,2.60188,5.79221,46.98246,37.32462,4.16881,1359605.598,1.65099,0,0,1,0,"BMS",1
"128",34,0.0588924509361409,"Leigh","Fished","Back Beach Inner",5,10,1.1385,1.07565,3.21485,6.59121,46.34551,37.00222,4.58774,1359605.598,1.41871,0,0,0.833333333,0,"BMS",0
"129",35,-1.44135201679684,"Leigh","Fished","Back Beach Inner",15,10,1.05895,0.67031,3.05217,17.94499,46.40404,27.86951,2.96514,1359605.598,1.41097,0,0,0.833333333,0,"BMS",1
"130",36,0.0576192166234346,"Leigh","Fished","Back Beach Inner",30,11,0.55617,0.5318,1.26098,5.41276,54.3806,34.17531,3.65923,1359605.598,1.49807,0,0,0.5,0,"BMS",2
"131",37,0.144043883766072,"Leigh","Fished","Back Beach Outer",2,11,0.0172,0.16441,1.60389,13.46422,38.48872,42.82638,3.37621,1368031.691,2.25229,0,0.2,0.166666667,0,"BMS",0
"132",38,0.0702526769607567,"Leigh","Fished","Back Beach Outer",5,11,0.11489,0.29905,2.44809,14.91019,35.14357,43.63288,3.39309,1368031.691,2.1347,0,0.2,1,0,"BMS",0
"133",39,-1.12264470649672,"Leigh","Fished","Back Beach Outer",15,11,0.75194,0.75227,3.56621,15.54908,45.62314,30.44547,3.26138,1368031.691,1.77443,0,0.2,1,0,"BMS",0
"134",40,-1.54913423238378,"Leigh","Fished","Back Beach Outer",30,11,0.03504,0.30468,2.44575,17.12,51.71877,25.89944,2.44507,1368031.691,1.68326,0,0.2,1.333333333,0,"BMS",0
"135",41,2.52988910136934,"Leigh","Fished","Kemps Beach",2,9,0.06032,0.11541,0.35386,1.34381,37.76823,57.75811,2.38763,1724690.26,2.11598,0.25,0.2,1.333333333,0.166666667,"BMS",2
"136",42,2.71544214580469,"Leigh","Fished","Kemps Beach",5,9,0.0267,0.05602,0.27818,2.00025,33.93311,62.25413,1.34575,1724690.26,1.79838,0.25,0.2,2.833333333,0,"BMS",1
"137",43,1.85911876365729,"Leigh","Fished","Kemps Beach",15,9,0.03187,0.09429,0.57329,3.12982,41.00127,53.51028,1.53533,1724690.26,1.89852,0.25,0.2,5.333333333,0.166666667,"BMS",1
"138",44,4.38791771379999,"Leigh","Fished","Kemps Beach",30,9,0.0296,0.07963,0.24881,0.9705,14.53564,81.20583,2.73175,1724690.26,1.45875,0.25,0.2,2.666666667,0.5,"BMS",3
"139",45,0.372730083146206,"Leigh","Fished","Okakari Point",2,11,0,0.06541,0.21854,1.25939,68.13207,28.95217,1.31392,2171727.514,1.69359,2.5,0.2,1.833333333,1,"BMS",3
"140",46,0.893331150540912,"Leigh","Fished","Okakari Point",5,11,0,0.05269,0.24186,1.0379,62.66552,34.70308,1.2284,2171727.514,1.58063,2.5,0.2,2.5,0,"BMS",3
"141",47,-1.18917401378654,"Leigh","Fished","Okakari Point",15,11,0.03408,0.06391,0.23056,0.86855,85.93579,12.03784,0.76024,2171727.514,1.34382,2.5,0.2,4,0,"BMS",9
"142",48,2.02051421815913,"Leigh","Fished","Okakari Point",30,12,0.02035,0.10552,0.31355,0.97941,47.03216,49.51637,1.92334,2171727.514,1.46188,2.5,0.2,5.333333333,0.166666667,"BMS",9
"143",49,-2.52024747566287,"Leigh","No-take","Martins Rock",2,10,0.28782,0.61595,4.71152,28.53734,41.755,21.44334,2.59654,2056208.157,1.5686,6.25,3,0.166666667,0,"BMS",0
"144",50,-3.76275946979601,"Leigh","No-take","Martins Rock",5,10,0.02412,0.36928,3.84234,35.47341,47.43604,11.88242,0.94092,2056208.157,2.02301,6.25,3,0,0,"BMS",0
"145",51,-2.73005031072124,"Leigh","No-take","Martins Rock",15,11,0.1138,0.29654,4.30909,28.38553,45.81894,19.27934,1.69096,2056208.157,1.96729,6.25,3,0.5,0,"BMS",0
"146",52,-2.5951236391731,"Leigh","No-take","Martins Rock",30,11,0.02907,0.40319,4.49215,28.0394,44.06893,20.4063,2.38205,2056208.157,1.78247,6.25,3,1.666666667,0,"BMS",0
"147",53,-1.06464679909333,"Leigh","No-take","North Te Rere",2,11,0.27939,0.56593,3.50791,18.00861,42.15767,32.48522,2.93661,2360452.152,1.19221,6,6.5,0,0.333333333,"BMS",0
"148",54,-0.653160258065491,"Leigh","No-take","North Te Rere",5,11,0.41073,0.27185,2.51406,15.33177,43.7236,35.31977,2.39786,2360452.152,1.28087,6,6.5,0.5,0,"BMS",0
"149",55,-0.619585462360303,"Leigh","No-take","North Te Rere",15,11,0.13323,0.42549,3.23406,16.07044,40.6862,36.53973,2.85588,2360452.152,1.29972,6,6.5,1,0,"BMS",0
"150",56,-2.77402835693954,"Leigh","No-take","North Te Rere",30,11,0.05078,0.41631,4.72783,29.49734,43.99494,19.31496,1.90023,2360452.152,0.93746,6,6.5,2,0,"BMS",0
"151",57,0.355390254044881,"Leigh","No-take","Waterfall Reef Inner",2,9,0.03553,0.14945,1.69934,8.43427,45.50632,41.89384,2.24519,2508895.523,3.45785,16.5,2.2,0.333333333,0,"BMS",0
"152",58,0.568538691214557,"Leigh","No-take","Waterfall Reef Inner",5,10,0.12963,0.31,2.02569,8.88818,40.12067,45.20053,3.28078,2508895.523,3.19104,16.5,2.2,1,0,"BMS",0
"153",59,-1.48627311528894,"Leigh","No-take","Waterfall Reef Inner",15,9,0.22897,0.89488,5.77361,18.70931,43.13467,29.3059,1.9192,2508895.523,2.80046,16.5,2.2,0,0,"BMS",0
"154",60,-0.807393905757062,"Leigh","No-take","Waterfall Reef Inner",30,10,0.2148,0.63722,4.10023,15.38552,42.20047,34.36158,3.05975,2508895.523,2.78881,16.5,2.2,0.833333333,0,"BMS",0
"155",61,-3.84367434699655,"Leigh","No-take","Waterfall Reef Outer",2,11,0.58359,2.68652,16.51745,33.93586,32.69129,12.99919,0.53339,3011093.187,2.4751,18,6.4,0,0.166666667,"BMS",0
"156",62,-3.90920623658696,"Leigh","No-take","Waterfall Reef Outer",5,11,0.52679,1.92446,13.51472,33.49262,37.6966,12.24732,0.57682,3011093.187,2.62516,18,6.4,0,0.166666667,"BMS",0
"157",63,-0.55533227568735,"Leigh","No-take","Waterfall Reef Outer",15,11,0.05234,0.46582,2.78059,12.73163,46.03989,34.8855,2.83876,3011093.187,1.46117,18,6.4,1,0,"BMS",0
"158",64,-1.50796707046511,"Leigh","No-take","Waterfall Reef Outer",30,11,0.36938,1.12547,6.40814,18.58155,41.45276,28.91518,2.72931,3011093.187,2.43254,18,6.4,0.666666667,0,"BMS",0
"159",65,-2.5847942552301,"Tawharanui","Fished","Fairchilds Reef Inner",2,9,0.05201,0.22015,2.55153,12.67586,67.95722,13.10877,3.37822,1533714.168,1.2051,0,0,0.166666667,0.166666667,"BMS",0
"160",66,-1.43582029568098,"Tawharanui","Fished","Fairchilds Reef Inner",5,11,0.18094,0.42987,2.8099,12.3398,55.46995,24.155,4.55345,1533714.168,1.23181,0,0,0.666666667,0,"BMS",3
"161",67,-2.97934304949557,"Tawharanui","Fished","Fairchilds Reef Inner",15,11,0.27946,1.06845,6.86791,22.15775,51.51732,15.75039,2.32076,1533714.168,1.08227,0,0,0.833333333,0,"BMS",0
"162",68,-2.70088138350947,"Tawharanui","Fished","Fairchilds Reef Inner",30,10,0.28121,0.79511,5.16448,19.48284,53.83944,16.43393,3.95071,1533714.168,1.25514,0,0,1.666666667,0.666666667,"BMS",1
"163",69,-3.84367434699655,"Tawharanui","Fished","Fairchilds Reef Outer ",2,9,0.58359,2.68652,16.51745,33.93586,32.69129,12.99919,0.53339,1605362.745,1.44733,0.5,0,0.666666667,0.166666667,"BMS",1
"164",70,-3.90920623658696,"Tawharanui","Fished","Fairchilds Reef Outer ",5,9,0.52679,1.92446,13.51472,33.49262,37.6966,12.24732,0.57682,1605362.745,1.76953,0.5,0,1.166666667,0,"BMS",1
"165",71,-3.48529768339847,"Tawharanui","Fished","Fairchilds Reef Outer ",15,9,0.07846,0.67026,3.9659,17.63501,64.43407,8.70986,4.17644,1605362.745,1.47504,0.5,0,0.333333333,0,"BMS",0
"166",72,-4.65224862167955,"Tawharanui","Fished","Fairchilds Reef Outer ",30,9,0.50249,1.50349,8.58356,24.98219,55.7242,4.40805,3.7108,1605362.745,1.52358,0.5,0,1,0,"BMS",5
"167",73,5.08128947354295,"Tawharanui","Fished","Omaha P Point",2,10,0.03667,0.08838,0.09621,0.21445,11.10529,86.23807,2.22093,1507785.068,1.2051,0,0.2,2.333333333,0,"BMS",0
"168",74,5.19767578539045,"Tawharanui","Fished","Omaha P Point",5,10,0.03406,0.17169,0.17102,0.26617,8.74041,87.93246,2.67043,1507785.068,1.23181,0,0.2,1.5,0,"BMS",2
"169",75,4.07832818371075,"Tawharanui","Fished","Omaha P Point",15,12,0.19966,0.23035,0.21109,0.69201,19.50415,76.23381,2.92894,1507785.068,1.08227,0,0.2,0.666666667,0.833333333,"BMS",5
"170",76,4.52768610858022,"Tawharanui","Fished","Omaha P Point",30,12,0.25133,0.24386,0.18812,0.27687,16.19131,79.88318,2.94479,1507785.068,1.25514,0,0.2,0,1.333333333,"BMS",3
"171",77,1.895429556155,"Tawharanui","Fished","P Point",2,10,0.2021,0.27843,0.55002,1.20313,46.24932,49.28501,2.21166,1765896.24,1.44733,0.25,0,2.5,0.333333333,"BMS",0
"172",78,2.10786665931251,"Tawharanui","Fished","P Point",5,11,0.05175,0.13214,0.3174,1.06947,45.45778,51.17633,1.76478,1765896.24,1.76953,0.25,0,2.333333333,0.166666667,"BMS",2
"173",79,2.67542076183547,"Tawharanui","Fished","P Point",15,11,0.31045,0.24707,0.38791,0.51053,39.49584,56.87626,2.14601,1765896.24,1.47504,0.25,0,1,2.333333333,"BMS",6
"174",80,3.5618067862818,"Tawharanui","Fished","P Point",30,10,0.34917,0.32516,0.34537,0.45115,27.21525,68.64224,2.62259,1765896.24,1.52358,0.25,0,0.666666667,3.333333333,"BMS",4
"175",81,0.144043883766072,"Tawharanui","No-take","Anchor Bay Inner",2,9,0.0172,0.16441,1.60389,13.46422,38.48872,42.82638,3.37621,1578079.695,1.47032,11.5,2.3,0.833333333,0.166666667,"BMS",2
"176",82,2.60866104398857,"Tawharanui","No-take","Anchor Bay Inner",5,9,0.09914,0.22669,0.66584,1.7289,32.5699,59.95517,4.70474,1578079.695,1.57182,11.5,2.3,1.5,0,"BMS",0
"177",83,0.28958452201254,"Tawharanui","No-take","Anchor Bay Inner",15,9,0.21641,0.25552,2.4296,12.2583,35.94351,44.23642,4.59424,1578079.695,1.45182,11.5,2.3,0.833333333,0.166666667,"BMS",1
"178",84,3.00728780921828,"Tawharanui","No-take","Anchor Bay Inner",30,11,0.89275,0.38038,0.72234,1.9072,24.56114,65.2652,6.21025,1578079.695,1.60961,11.5,2.3,1.5,0.833333333,"BMS",2
"179",85,0.144043883766072,"Tawharanui","No-take","Anchor Bay Outer",2,9,0.0172,0.16441,1.60389,13.46422,38.48872,42.82638,3.37621,1673795.392,2.25229,14.75,2.7,2.333333333,0,"BMS",1
"180",86,0.0702526769607567,"Tawharanui","No-take","Anchor Bay Outer",5,11,0.11489,0.29905,2.44809,14.91019,35.14357,43.63288,3.39309,1673795.392,2.1347,14.75,2.7,1,0.333333333,"BMS",3
"181",87,-1.12264470649672,"Tawharanui","No-take","Anchor Bay Outer",15,11,0.75194,0.75227,3.56621,15.54908,45.62314,30.44547,3.26138,1673795.392,1.77443,14.75,2.7,1,0,"BMS",0
"182",88,-1.54913423238378,"Tawharanui","No-take","Anchor Bay Outer",30,11,0.03504,0.30468,2.44575,17.12,51.71877,25.89944,2.44507,1673795.392,1.68326,14.75,2.7,1.5,0.166666667,"BMS",2
"183",89,1.76634675159096,"Tawharanui","No-take","Comet Rocks East",2,10,0.02577,0.14764,0.27863,0.85935,51.62622,45.75875,1.28493,167069.126,0.89349,13.25,4.4,0.333333333,0.166666667,"BMS",0
"184",90,4.26560226112301,"Tawharanui","No-take","Comet Rocks East",5,10,0.484,0.1518,0.26047,0.57701,17.05321,77.95432,3.48185,167069.126,2.53218,13.25,4.4,2.666666667,0.166666667,"BMS",0
"185",91,4.44916079552009,"Tawharanui","No-take","Comet Rocks East",15,10,0.29139,0.26949,0.35137,0.69191,13.91155,81.14862,3.29827,167069.126,1.9994,13.25,4.4,2.5,0,"BMS",0
"186",92,1.51204481202269,"Tawharanui","No-take","Comet Rocks East",30,10,0.13563,0.07506,0.10935,0.67739,56.4404,40.8114,1.7303,167069.126,1.35509,13.25,4.4,1.666666667,0,"BMS",0
"187",93,2.66281813929873,"Tawharanui","No-take","Comet Rocks West",2,9,0.12925,0.25934,0.4553,0.92908,37.45427,58.79215,1.96145,1764328.193,0.89349,13.5,1,0.333333333,0,"BMS",0
"188",94,2.97744565376185,"Tawharanui","No-take","Comet Rocks West",5,9,0.09885,0.16337,0.33261,1.02094,32.97139,62.97884,2.3959,1764328.193,2.53218,13.5,1,0.666666667,0,"BMS",6
"189",95,3.93757042934683,"Tawharanui","No-take","Comet Rocks West",15,9,0.31471,0.2989,0.38652,0.68277,20.48376,74.76174,3.02879,1764328.193,1.9994,13.5,1,1.666666667,0.666666667,"BMS",2
