Ident,Site,Year,Month,Replicate,Survey,Acropora spp.,Alcyoniidae,Alveopora spp.,Astreopora spp.,Caulastrea spp.,Coscinarea spp.,Cyphastrea spp.,Dendronephthya spp.,Diploastrea spp.,Echinophyllia spp.,Echinopora spp.,Euphyllia spp.,Favia spp.,Faviidae,Favites spp.,Fungia spp.,Fungiidae,Galaxea spp.,Gardineroseris spp.,Goniastrea spp.,Goniopora spp.,Hard coral,Hydnophora spp.,Isopora spp.,Leptastrea spp.,Leptoria spp.,Leptoseris spp.,Lithophyllon spp.,Lobophyllia spp.,Lobophytum spp.,Merulina spp.,Millepora spp.,Montastrea spp.,Montipora spp.,Mycedium spp.,Octocorals - Soft,Oulophyllia spp.,Oxypora spp.,Pachyseris spp.,Pavona spp.,Pectinia spp.,Platygyra spp.,Plerogyra spp.,Plesiastrea spp.,Pocillopora spp.,Podabacia spp.,Porites spp.,Psammocora spp.,Sarcophyton spp.,Scolymia spp.,Seriatopora spp.,Sinularia spp.,Stylophora spp.,Symphyllia spp.,Tubipora spp.,Turbinaria spp.,allcoral,totalpoints,av.wave,max.wave,dredge days,dredge.pres,bleach.ind,bleach.pres,DHW,dhw.fact,Depth
28_2011_5_T1,28,2011,5,T1,4,31,0,0,0,0,0,0,0,0,0,4,0,1,0,4,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,103,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,153,306,0.46680693,0.62950495,16.38,1,0,0,5.15,2,2.5
28_2011_5_T2,28,2011,5,T2,4,31,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134,300,0.46680693,0.62950495,16.38,1,0,0,5.15,2,2.5
28_2011_5_T3,28,2011,5,T3,4,35,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,294,0.46680693,0.62950495,16.38,1,0,0,5.15,2,2.5
28_2011_5_T4,28,2011,5,T4,4,23,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,49,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,80,300,0.46680693,0.62950495,16.38,1,0,0,5.15,2,2.5
29_2011_5_T1,29,2011,5,T1,4,10,0,0,0,0,0,0,0,0,0,72,0,0,0,1,0,0,27,0,0,0,0,10,0,0,0,0,0,0,0,26,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,300,0.146220622,0.275663543,0,0,0,0,0,0,3
29_2011_5_T2,29,2011,5,T2,4,9,0,2,0,0,0,0,0,0,0,96,0,0,0,3,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,23,0,0,1,0,0,0,3,0,0,13,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,157,306,0.146220622,0.275663543,0,0,0,0,0,0,3
29_2011_5_T3,29,2011,5,T3,4,6,0,0,0,0,0,0,0,0,0,69,0,0,0,2,0,0,6,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,2,0,0,0,4,0,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,118,300,0.146220622,0.275663543,0,0,0,0,0,0,3
29_2011_5_T4,29,2011,5,T4,4,31,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,2,17,0,0,0,0,2,0,0,0,0,0,0,0,17,0,1,0,0,0,0,3,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,108,306,0.146220622,0.275663543,0,0,0,0,0,0,3
31_2011_5_T1,31,2011,5,T1,4,0,0,0,0,0,0,0,0,0,0,116,0,0,0,4,0,0,34,0,1,0,0,10,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,178,306,0,0,0.34,1,0,0,5.31,2,3
31_2011_5_T2,31,2011,5,T2,4,0,0,0,0,0,0,1,0,0,0,22,0,0,0,9,0,2,2,0,5,1,0,20,0,0,2,0,0,7,0,8,3,1,1,0,0,0,0,0,0,10,15,0,0,8,0,3,0,0,0,0,0,3,0,0,3,126,294,0,0,0.34,1,0,0,5.31,2,3
31_2011_5_T3,31,2011,5,T3,4,0,1,0,0,0,0,1,0,0,0,7,0,4,0,13,0,0,37,0,6,0,0,6,0,0,0,0,0,4,0,3,1,1,0,0,0,0,0,0,0,4,7,0,0,5,0,10,0,0,0,0,0,0,0,0,0,110,306,0,0,0.34,1,0,0,5.31,2,3
31_2011_5_T4,31,2011,5,T4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,1,0,6,0,0,11,0,0,0,0,0,1,0,2,4,0,0,0,0,0,0,0,1,3,7,0,0,11,0,3,0,0,0,0,0,0,0,0,0,61,300,0,0,0.34,1,0,0,5.31,2,3
5_2011_11_T1,5,2011,11,T1,5,11,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,4,0,0,0,25,0,0,0,1,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,73,300,0,0,0,0,0,0,0,0,3
5_2011_11_T2,5,2011,11,T2,5,23,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,5,0,7,0,29,0,1,0,0,1,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,93,296,0,0,0,0,0,0,0,0,3
5_2011_11_T3,5,2011,11,T3,5,6,0,0,3,0,0,2,0,0,0,0,0,5,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,4,0,2,4,0,5,0,30,0,1,0,1,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,93,298,0,0,0,0,0,0,0,0,3
8_2011_11_T1,8,2011,11,T1,5,26,0,0,0,0,0,4,0,0,0,2,0,0,2,3,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,19,0,2,3,0,0,0,0,0,0,3,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,85,300,0,0,0,0,0,0,0,0,4
8_2011_11_T2,8,2011,11,T2,5,61,0,0,0,0,0,14,0,0,0,4,0,2,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,3,0,1,5,0,0,0,0,0,0,1,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,106,305,0,0,0,0,0,0,0,0,4
8_2011_11_T3,8,2011,11,T3,5,21,0,0,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,77,294,0,0,0,0,0,0,0,0,4
8_2011_11_T4,8,2011,11,T4,5,17,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,84,0,0,0,0,0,0,0,0,0,120,300,0,0,0,0,0,0,0,0,4
11_2011_11_T1,11,2011,11,T1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,6,0,0,1,0,0,1,0,0,0,0,115,0,0,0,2,0,0,0,0,1,136,306,0.72,0.86,0,0,0,0,0,0,9
11_2011_11_T2,11,2011,11,T2,5,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,0,0,1,0,145,0,0,0,0,0,0,0,0,0,172,300,0.72,0.86,0,0,0,0,0,0,9
11_2011_11_T3,11,2011,11,T3,5,6,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,13,0,1,0,1,4,0,0,0,0,0,1,0,0,6,0,0,0,21,0,0,0,0,0,0,0,0,2,0,89,0,0,0,1,0,0,0,0,0,149,282,0.72,0.86,0,0,0,0,0,0,9
11_2011_11_T4,11,2011,11,T4,5,3,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,3,0,1,0,0,0,0,22,0,0,0,0,0,0,0,0,0,88,300,0.72,0.86,0,0,0,0,0,0,9
12_2011_11_T1,12,2011,11,T1,5,1,0,0,0,0,0,2,0,0,0,0,0,2,0,3,0,0,1,0,0,0,0,4,0,0,0,0,0,8,0,0,0,1,1,0,8,0,0,1,2,0,1,0,0,0,0,68,0,0,0,1,0,0,0,0,1,105,306,0.72,0.86,0,0,0,0,0,0,9
12_2011_11_T2,12,2011,11,T2,5,4,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16,0,2,0,2,0,0,0,0,0,0,5,0,1,7,0,0,0,12,0,0,0,0,0,1,0,0,0,0,80,0,0,0,2,0,0,0,0,0,134,306,0.72,0.86,0,0,0,0,0,0,9
12_2011_11_T3,12,2011,11,T3,5,10,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,11,0,0,0,0,2,0,0,0,0,0,1,0,0,4,1,0,0,8,0,0,0,1,0,0,0,0,0,0,69,0,0,0,1,0,1,0,0,0,114,300,0.72,0.86,0,0,0,0,0,0,9
12_2011_11_T4,12,2011,11,T4,5,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,1,0,95,0,0,0,0,0,0,0,0,0,121,306,0.72,0.86,0,0,0,0,0,0,9
15_2011_11_T1,15,2011,11,T1,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,74,0,0,0,0,0,0,1,0,0,99,312,0.65,0.84,0,0,0,0,0,0,9
15_2011_11_T2,15,2011,11,T2,5,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,56,0,0,0,0,0,2,1,0,0,80,318,0.65,0.84,0,0,0,0,0,0,9
15_2011_11_T3,15,2011,11,T3,5,7,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,28,0,0,0,0,0,0,0,0,1,59,306,0.65,0.84,0,0,0,0,0,0,9
16_2011_11_T1,16,2011,11,T1,5,15,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,6,0,0,32,0,6,0,0,0,4,0,0,4,4,0,0,1,0,36,0,0,0,0,0,0,0,0,0,114,300,0.25,0.38,12.86,1,0,0,0,0,8
16_2011_11_T2,16,2011,11,T2,5,15,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,1,0,4,0,0,3,0,2,3,0,0,0,0,25,0,0,0,4,0,0,0,0,0,67,306,0.25,0.38,12.86,1,0,0,0,0,8
16_2011_11_T3,16,2011,11,T3,5,41,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,1,0,3,0,4,0,4,0,0,0,0,58,0,0,0,0,0,0,0,0,1,126,306,0.25,0.38,12.86,1,0,0,0,0,8
16_2011_11_T4,16,2011,11,T4,5,4,0,0,0,0,0,1,0,0,0,3,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,7,0,0,0,1,0,52,0,0,0,0,0,0,0,0,0,75,306,0.25,0.38,12.86,1,0,0,0,0,8
17_2011_11_T1,17,2011,11,T1,5,27,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,4,10,1,3,0,1,0,3,2,1,1,2,0,0,0,0,69,0,0,0,0,0,0,0,0,0,131,306,0.58,0.78,2.14,1,0,0,0,0,8
17_2011_11_T2,17,2011,11,T2,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,3,0,0,0,0,2,1,0,0,2,0,0,0,6,0,0,0,0,71,0,0,0,0,0,1,0,0,0,92,300,0.58,0.78,2.14,1,0,0,0,0,8
17_2011_11_T3,17,2011,11,T3,5,4,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,23,0,0,0,0,0,1,0,0,1,44,300,0.58,0.78,2.14,1,0,0,0,0,8
17_2011_11_T4,17,2011,11,T4,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,1,0,0,0,0,0,2,0,1,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,2,0,0,0,33,306,0.58,0.78,2.14,1,0,0,0,0,8
18_2011_11_T1,18,2011,11,T1,5,155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155,306,0.246975308,0.383580246,9.29,1,0,0,0,0,2
18_2011_11_T2,18,2011,11,T2,5,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170,306,0.246975308,0.383580246,9.29,1,0,0,0,0,2
18_2011_11_T3,18,2011,11,T3,5,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,294,0.246975308,0.383580246,9.29,1,0,0,0,0,2
18_2011_11_T4,18,2011,11,T4,5,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,157,300,0.246975308,0.383580246,9.29,1,0,0,0,0,2
19_2011_11_T1,19,2011,11,T1,5,130,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,140,306,0,0,0,0,0,0,0,0,2
19_2011_11_T2,19,2011,11,T2,5,154,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,159,306,0,0,0,0,0,0,0,0,2
19_2011_11_T3,19,2011,11,T3,5,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,306,0,0,0,0,0,0,0,0,2
19_2011_11_T4,19,2011,11,T4,5,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,306,0,0,0,0,0,0,0,0,2
20_2011_11_T1,20,2011,11,T1,5,4,0,0,0,0,0,0,0,0,2,53,0,2,0,3,0,0,37,1,2,1,0,2,0,0,6,0,0,5,0,6,3,0,7,0,0,1,1,0,0,22,0,0,0,1,0,54,0,0,0,0,0,2,0,0,0,215,306,0.412407408,0.595925926,3.05,1,0,0,0,0,5.5
20_2011_11_T2,20,2011,11,T2,5,11,0,0,1,0,0,0,0,0,2,32,0,2,0,5,0,0,31,0,0,0,0,4,0,0,0,1,0,6,0,6,6,0,27,0,0,0,3,0,3,4,3,0,0,0,0,24,3,0,0,0,0,0,0,0,1,175,300,0.412407408,0.595925926,3.05,1,0,0,0,0,5.5
20_2011_11_T3,20,2011,11,T3,5,9,0,0,0,0,0,0,0,0,1,15,0,2,0,3,0,0,21,0,2,0,1,5,0,0,0,0,0,4,0,7,0,0,12,0,0,0,4,0,0,11,3,0,0,0,0,39,0,0,0,0,0,0,0,0,0,139,300,0.412407408,0.595925926,3.05,1,0,0,0,0,5.5
20_2011_11_T4,20,2011,11,T4,5,3,0,2,0,0,0,0,0,0,1,34,0,0,0,2,0,0,64,0,0,0,1,5,0,0,3,0,0,5,0,2,0,0,1,0,0,0,1,2,0,10,0,0,0,2,0,44,0,0,0,0,0,0,0,0,0,182,306,0.412407408,0.595925926,3.05,1,0,0,0,0,5.5
23_2011_11_T1,23,2011,11,T1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,18,0,0,0,0,1,0,40,0,0,0,0,0,0,0,0,0,64,306,0.424290123,0.599938271,4.29,1,0,0,0,0,3
23_2011_11_T2,23,2011,11,T2,5,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,81,0,0,0,0,0,0,0,0,0,90,318,0.424290123,0.599938271,4.29,1,0,0,0,0,3
23_2011_11_T3,23,2011,11,T3,5,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,34,324,0.424290123,0.599938271,4.29,1,0,0,0,0,3
23_2011_11_T4,23,2011,11,T4,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,27,0,0,0,0,0,0,0,0,4,40,306,0.424290123,0.599938271,4.29,1,0,0,0,0,3
26_2011_11_T1,26,2011,11,T1,5,0,0,0,0,0,0,1,0,0,0,111,0,2,0,2,0,2,0,0,3,0,0,13,0,0,0,0,0,4,0,17,4,0,0,0,0,0,4,0,8,4,4,0,0,2,0,11,0,0,0,0,0,0,0,0,0,192,306,0.442700618,0.617962965,0,0,0,0,0,0,3
26_2011_11_T2,26,2011,11,T2,5,2,0,0,0,0,0,1,0,0,0,113,0,0,0,5,0,1,0,0,1,0,0,18,0,0,0,0,0,1,0,10,1,0,1,0,0,0,4,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,164,306,0.442700618,0.617962965,0,0,0,0,0,0,3
26_2011_11_T3,26,2011,11,T3,5,0,0,0,0,0,0,1,0,0,0,151,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,175,306,0.442700618,0.617962965,0,0,0,0,0,0,3
26_2011_11_T4,26,2011,11,T4,5,1,0,0,0,0,0,1,0,0,0,106,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,123,306,0.442700618,0.617962965,0,0,0,0,0,0,3
27_2011_11_T1,27,2011,11,T1,5,3,0,0,0,0,0,3,0,0,0,0,0,7,0,12,0,2,0,0,4,0,0,0,0,0,0,0,0,20,0,10,10,2,0,0,0,2,3,0,0,6,3,0,0,0,0,11,0,0,0,17,0,0,0,0,0,115,300,0.246220622,0.375663543,5,1,0,0,0,0,5.8
27_2011_11_T2,27,2011,11,T2,5,28,0,0,1,0,0,3,0,0,2,1,0,11,1,4,0,1,0,0,1,0,0,0,0,0,0,0,0,6,0,5,1,0,0,0,0,0,1,2,1,2,1,0,0,0,0,5,0,0,0,4,0,0,0,0,0,81,306,0.246220622,0.375663543,5,1,0,0,0,0,5.8
27_2011_11_T3,27,2011,11,T3,5,21,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,3,0,0,0,0,0,0,0,0,2,0,7,0,1,0,0,0,0,0,0,4,1,1,0,0,0,0,5,0,0,0,3,0,0,0,0,0,55,300,0.246220622,0.375663543,5,1,0,0,0,0,5.8
27_2011_11_T4,27,2011,11,T4,5,19,0,0,0,0,0,4,0,0,0,0,0,3,0,2,0,0,2,0,4,0,1,1,0,0,0,0,0,2,0,5,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,8,0,0,0,7,0,0,0,0,0,64,318,0.246220622,0.375663543,5,1,0,0,0,0,5.8
28_2011_11_T1,28,2011,11,T1,5,36,0,0,0,0,0,2,0,0,0,6,0,2,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,106,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,164,310,0.412407408,0.595925926,15,1,0,0,0,0,2.5
28_2011_11_T2,28,2011,11,T2,5,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,89,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,122,300,0.412407408,0.595925926,15,1,0,0,0,0,2.5
28_2011_11_T3,28,2011,11,T3,5,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,58,0,0,0,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,318,0.412407408,0.595925926,15,1,0,0,0,0,2.5
28_2011_11_T4,28,2011,11,T4,5,19,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,2,0,58,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,91,306,0.412407408,0.595925926,15,1,0,0,0,0,2.5
29_2011_11_T1,29,2011,11,T1,5,15,0,0,0,0,0,0,0,0,0,62,0,0,0,2,0,0,39,0,0,0,1,4,0,0,1,0,0,1,0,39,0,0,0,0,1,0,1,0,0,10,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,181,294,0.146220622,0.275663543,0,0,0,0,0,0,3
29_2011_11_T2,29,2011,11,T2,5,6,0,1,0,0,0,0,0,0,0,94,0,0,0,2,0,1,10,0,0,0,1,0,0,0,0,0,0,1,0,24,0,0,3,0,0,0,2,0,0,11,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,159,306,0.146220622,0.275663543,0,0,0,0,0,0,3
29_2011_11_T3,29,2011,11,T3,5,6,0,0,0,0,0,0,0,0,0,85,0,0,0,2,0,1,6,0,0,0,0,5,0,0,0,0,0,1,0,27,0,0,1,0,1,0,2,0,0,11,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,153,306,0.146220622,0.275663543,0,0,0,0,0,0,3
29_2011_11_T4,29,2011,11,T4,5,28,0,0,0,0,0,0,0,0,2,32,0,0,0,0,0,0,7,0,2,0,0,1,0,0,0,0,0,2,0,27,0,0,0,0,0,0,12,4,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,121,318,0.146220622,0.275663543,0,0,0,0,0,0,3
31_2011_11_T1,31,2011,11,T1,5,1,0,0,0,0,0,0,0,0,0,142,0,1,0,1,0,0,29,0,4,0,0,7,0,0,0,0,0,1,0,4,0,0,4,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,201,330,0,0,0,0,0,0,0,0,3
